serial_nbr,batchID
S001B026660,B026660
S002B007451,B007451
S008B033734,B033734
S004B030530,B030530
S008B010233,B010233
S007B000975,B000975
S004B024203,B024203
S002B013047,B013047
S007B020121,B020121
S007B021674,B021674
S005B025851,B025851
S007B039910,B039910
S000B047785,B047785
S002B025409,B025409
S000B021492,B021492
S003B039248,B039248
S000B049914,B049914
S009B006920,B006920
S004B036836,B036836
S002B016508,B016508
S001B045340,B045340
S006B033057,B033057
S009B034998,B034998
S002B003216,B003216
S005B040805,B040805
S003B033049,B033049
S008B023144,B023144
S001B007192,B007192
S000B002416,B002416
S003B030761,B030761
S004B023338,B023338
S008B002577,B002577
S006B048507,B048507
S005B045109,B045109
S007B030086,B030086
S002B042571,B042571
S006B047548,B047548
S004B047081,B047081
S002B046869,B046869
S002B022057,B022057
S007B041162,B041162
S001B041510,B041510
S000B049197,B049197
S008B010336,B010336
S005B017896,B017896
S006B016908,B016908
S006B039895,B039895
S004B024406,B024406
S008B028588,B028588
S004B028826,B028826
S007B040811,B040811
S000B035797,B035797
S008B027760,B027760
S007B022589,B022589
S001B030429,B030429
S009B032499,B032499
S004B040714,B040714
S004B047640,B047640
S009B028708,B028708
S004B014936,B014936
S001B011999,B011999
S009B036555,B036555
S009B041518,B041518
S000B026369,B026369
S000B011078,B011078
S000B027256,B027256
S008B029078,B029078
S001B018372,B018372
S007B005743,B005743
S002B012320,B012320
S000B022494,B022494
S005B039445,B039445
S006B004950,B004950
S005B049570,B049570
S000B026976,B026976
S009B015848,B015848
S009B022804,B022804
S008B034353,B034353
S006B044756,B044756
S000B024147,B024147
S005B020378,B020378
S002B003563,B003563
S001B008201,B008201
S003B045933,B045933
S002B036059,B036059
S005B031270,B031270
S002B032266,B032266
S007B019483,B019483
S005B020890,B020890
S009B031969,B031969
S006B034901,B034901
S004B001244,B001244
S003B031704,B031704
S009B015644,B015644
S004B011499,B011499
S006B022588,B022588
S000B036132,B036132
S009B050086,B050086
S005B015676,B015676
S003B003391,B003391
S008B027982,B027982
S004B028556,B028556
S001B015580,B015580
S004B040606,B040606
S004B037533,B037533
S007B013581,B013581
S008B037648,B037648
S001B005991,B005991
S004B042990,B042990
S003B049427,B049427
S005B013812,B013812
S006B017218,B017218
S005B042436,B042436
S003B037352,B037352
S002B040714,B040714
S008B012425,B012425
S009B038203,B038203
S007B017678,B017678
S005B025718,B025718
S008B009017,B009017
S001B009149,B009149
S004B018921,B018921
S008B018428,B018428
S007B005550,B005550
S003B010792,B010792
S008B040394,B040394
S002B048949,B048949
S003B011231,B011231
S008B040857,B040857
S003B039150,B039150
S002B010066,B010066
S003B023329,B023329
S000B034886,B034886
S000B021018,B021018
S000B013047,B013047
S003B017695,B017695
S009B009980,B009980
S000B031969,B031969
S005B045578,B045578
S003B005991,B005991
S009B009292,B009292
S007B016964,B016964
S003B039484,B039484
S001B028023,B028023
S005B022973,B022973
S009B020888,B020888
S006B016121,B016121
S008B030076,B030076
S000B002522,B002522
S005B044330,B044330
S001B028514,B028514
S008B045585,B045585
S007B046257,B046257
S002B001452,B001452
S006B019358,B019358
S004B005238,B005238
S002B003417,B003417
S007B017100,B017100
S006B022589,B022589
S003B020033,B020033
S006B006439,B006439
S009B035405,B035405
S001B006416,B006416
S002B015344,B015344
S003B032925,B032925
S008B007138,B007138
S003B019874,B019874
S003B006576,B006576
S004B034468,B034468
S000B046578,B046578
S000B036728,B036728
S006B011532,B011532
S005B024244,B024244
S003B009717,B009717
S006B041039,B041039
S007B022658,B022658
S000B021986,B021986
S000B008825,B008825
S009B016135,B016135
S004B026923,B026923
S008B010328,B010328
S008B038427,B038427
S005B039895,B039895
S001B040997,B040997
S006B017577,B017577
S001B008431,B008431
S008B003841,B003841
S002B020401,B020401
S003B013752,B013752
S000B038887,B038887
S000B010247,B010247
S002B006186,B006186
S006B026312,B026312
S007B016904,B016904
S002B020268,B020268
S009B042019,B042019
S006B000393,B000393
S004B015959,B015959
S009B000219,B000219
S000B034211,B034211
S000B035435,B035435
S008B049312,B049312
S007B013753,B013753
S003B018008,B018008
S008B030185,B030185
S008B016548,B016548
S007B013026,B013026
S009B019189,B019189
S003B023671,B023671
S008B050271,B050271
S008B009317,B009317
S002B017029,B017029
S005B030712,B030712
S000B040606,B040606
S008B043940,B043940
S001B032755,B032755
S009B000576,B000576
S004B034518,B034518
S005B028559,B028559
S003B022321,B022321
S007B013780,B013780
S008B030845,B030845
S003B022048,B022048
S000B047981,B047981
S004B040657,B040657
S006B004426,B004426
S008B033648,B033648
S000B009910,B009910
S002B005653,B005653
S009B009910,B009910
S006B016457,B016457
S006B049312,B049312
S001B045631,B045631
S008B001607,B001607
S001B028061,B028061
S001B035228,B035228
S008B023320,B023320
S004B012162,B012162
S006B022047,B022047
S008B024760,B024760
S005B015863,B015863
S002B040969,B040969
S000B042632,B042632
S004B031563,B031563
S000B000486,B000486
S007B006093,B006093
S008B011623,B011623
S007B023918,B023918
S003B014970,B014970
S003B035091,B035091
S004B042750,B042750
S002B045891,B045891
S007B050270,B050270
S005B000873,B000873
S002B016641,B016641
S009B049905,B049905
S004B044749,B044749
S002B004657,B004657
S006B047498,B047498
S001B019496,B019496
S006B009646,B009646
S005B026696,B026696
S005B047548,B047548
S000B025785,B025785
S000B002923,B002923
S000B035242,B035242
S003B009689,B009689
S008B029372,B029372
S005B027199,B027199
S005B003269,B003269
S006B042655,B042655
S005B034830,B034830
S005B023959,B023959
S009B001172,B001172
S006B030657,B030657
S006B029619,B029619
S003B010334,B010334
S005B023476,B023476
S001B033734,B033734
S002B038843,B038843
S003B030763,B030763
S003B025540,B025540
S003B004741,B004741
S002B001937,B001937
S006B021377,B021377
S009B037625,B037625
S005B002408,B002408
S007B014020,B014020
S003B008844,B008844
S009B040452,B040452
S004B029701,B029701
S003B018530,B018530
S004B000783,B000783
S007B040583,B040583
S007B032013,B032013
S009B005126,B005126
S004B006181,B006181
S007B016113,B016113
S005B015205,B015205
S004B026347,B026347
S009B049570,B049570
S002B004997,B004997
S001B038150,B038150
S007B024990,B024990
S001B007123,B007123
S008B036446,B036446
S002B001193,B001193
S008B010163,B010163
S001B009910,B009910
S004B034595,B034595
S007B032195,B032195
S006B014712,B014712
S006B026347,B026347
S004B034800,B034800
S000B016767,B016767
S009B044584,B044584
S006B036617,B036617
S007B022048,B022048
S005B019554,B019554
S005B029515,B029515
S009B046869,B046869
S001B042215,B042215
S000B037352,B037352
S004B041466,B041466
S004B003229,B003229
S009B041860,B041860
S009B045631,B045631
S002B005537,B005537
S005B002086,B002086
S004B014681,B014681
S007B027450,B027450
S003B031579,B031579
S007B028444,B028444
S005B003871,B003871
S008B045092,B045092
S002B008397,B008397
S005B040525,B040525
S003B007820,B007820
S003B019554,B019554
S004B049870,B049870
S002B037361,B037361
S009B019196,B019196
S008B044407,B044407
S000B045677,B045677
S007B005418,B005418
S007B040714,B040714
S008B013212,B013212
S008B013572,B013572
S005B020838,B020838
S004B049914,B049914
S005B032020,B032020
S006B028967,B028967
S007B018044,B018044
S002B011149,B011149
S006B009337,B009337
S004B001050,B001050
S001B020909,B020909
S007B042336,B042336
S003B002162,B002162
S009B044737,B044737
S001B017045,B017045
S003B022492,B022492
S003B048092,B048092
S006B012065,B012065
S003B022292,B022292
S002B025295,B025295
S000B001673,B001673
S000B000392,B000392
S006B030723,B030723
S007B049905,B049905
S000B012430,B012430
S004B001899,B001899
S000B018044,B018044
S005B025306,B025306
S003B004671,B004671
S008B042549,B042549
S008B006970,B006970
S006B018984,B018984
S002B035201,B035201
S002B014828,B014828
S007B028956,B028956
S009B021515,B021515
S007B029454,B029454
S009B013752,B013752
S001B025569,B025569
S004B019452,B019452
S001B032158,B032158
S005B000227,B000227
S002B008941,B008941
S004B027506,B027506
S006B049474,B049474
S004B030647,B030647
S008B038924,B038924
S000B009640,B009640
S000B023842,B023842
S003B010525,B010525
S002B030886,B030886
S008B028879,B028879
S006B006490,B006490
S004B041853,B041853
S002B016345,B016345
S001B005914,B005914
S003B034951,B034951
S000B011623,B011623
S005B026369,B026369
S003B040925,B040925
S000B010477,B010477
S004B036148,B036148
S008B021784,B021784
S009B027256,B027256
S005B027215,B027215
S009B013957,B013957
S007B036877,B036877
S009B044357,B044357
S000B031482,B031482
S003B009418,B009418
S006B035201,B035201
S007B030647,B030647
S003B017228,B017228
S000B031313,B031313
S001B005418,B005418
S007B049880,B049880
S009B017636,B017636
S004B029858,B029858
S001B003431,B003431
S008B030061,B030061
S007B030620,B030620
S004B032856,B032856
S002B050114,B050114
S008B030847,B030847
S009B036787,B036787
S001B016873,B016873
S002B015356,B015356
S006B044168,B044168
S005B023999,B023999
S008B028890,B028890
S007B024051,B024051
S005B049161,B049161
S005B025785,B025785
S004B043202,B043202
S004B021188,B021188
S003B018657,B018657
S004B031797,B031797
S002B018620,B018620
S001B030591,B030591
S007B038576,B038576
S002B032127,B032127
S001B036109,B036109
S007B049581,B049581
S005B034182,B034182
S008B036898,B036898
S001B037542,B037542
S007B003249,B003249
S003B010437,B010437
S005B014907,B014907
S004B005101,B005101
S003B011904,B011904
S001B048862,B048862
S001B015437,B015437
S008B013384,B013384
S004B013500,B013500
S008B012218,B012218
S007B025972,B025972
S004B037139,B037139
S005B003417,B003417
S005B017045,B017045
S009B036148,B036148
S000B030968,B030968
S004B011099,B011099
S007B022124,B022124
S004B011589,B011589
S008B004115,B004115
S008B021576,B021576
S001B041415,B041415
S003B049318,B049318
S004B002171,B002171
S001B015180,B015180
S001B033615,B033615
S005B016275,B016275
S004B034352,B034352
S004B005883,B005883
S008B001193,B001193
S009B015959,B015959
S006B002307,B002307
S003B040623,B040623
S008B024550,B024550
S000B004259,B004259
S006B002764,B002764
S006B048827,B048827
S004B033428,B033428
S006B006090,B006090
S001B047465,B047465
S009B018331,B018331
S003B026046,B026046
S009B047063,B047063
S001B016964,B016964
S007B045570,B045570
S003B020909,B020909
S001B021663,B021663
S005B021557,B021557
S008B049711,B049711
S004B004917,B004917
S009B028869,B028869
S008B037983,B037983
S006B031724,B031724
S009B010336,B010336
S001B020808,B020808
S001B029316,B029316
S006B006061,B006061
S008B034211,B034211
S005B017170,B017170
S008B046701,B046701
S001B027010,B027010
S003B029407,B029407
S009B039117,B039117
S000B035729,B035729
S006B036274,B036274
S000B032309,B032309
S007B004414,B004414
S009B028296,B028296
S001B033961,B033961
S007B032028,B032028
S006B013965,B013965
S009B000614,B000614
S009B037833,B037833
S001B017837,B017837
S000B024355,B024355
S000B029606,B029606
S005B048442,B048442
S005B013949,B013949
S004B001937,B001937
S004B028420,B028420
S009B016099,B016099
S000B043097,B043097
S006B048533,B048533
S004B029668,B029668
S006B029240,B029240
S006B024030,B024030
S000B039123,B039123
S002B019208,B019208
S004B045301,B045301
S002B000029,B000029
S006B047559,B047559
S009B011550,B011550
S002B007722,B007722
S001B042336,B042336
S003B034498,B034498
S003B021371,B021371
S005B017695,B017695
S004B049581,B049581
S001B039398,B039398
S005B046100,B046100
S001B022290,B022290
S006B001165,B001165
S002B019693,B019693
S007B016141,B016141
S005B046056,B046056
S004B019314,B019314
S007B025706,B025706
S006B020304,B020304
S003B031259,B031259
S007B024911,B024911
S000B035639,B035639
S002B001974,B001974
S004B025498,B025498
S006B039484,B039484
S002B041074,B041074
S000B028975,B028975
S001B011394,B011394
S009B047511,B047511
S009B014692,B014692
S003B011394,B011394
S005B050393,B050393
S005B006061,B006061
S000B042964,B042964
S001B043778,B043778
S007B000029,B000029
S004B030723,B030723
S009B018678,B018678
S007B002069,B002069
S005B016828,B016828
S003B011684,B011684
S002B038631,B038631
S006B024214,B024214
S007B010564,B010564
S004B048995,B048995
S002B027554,B027554
S004B006386,B006386
S002B004005,B004005
S004B040013,B040013
S001B002091,B002091
S001B047785,B047785
S002B010598,B010598
S000B020304,B020304
S006B044749,B044749
S002B012590,B012590
S007B029851,B029851
S008B022189,B022189
S004B028845,B028845
S000B049669,B049669
S006B017438,B017438
S005B014076,B014076
S008B038310,B038310
S003B019098,B019098
S005B039952,B039952
S008B006490,B006490
S006B012970,B012970
S006B040452,B040452
S006B042019,B042019
S004B009186,B009186
S008B029755,B029755
S004B018678,B018678
S005B025594,B025594
S008B000299,B000299
S002B020919,B020919
S000B049082,B049082
S009B039934,B039934
S000B031724,B031724
S009B032925,B032925
S003B032488,B032488
S001B010712,B010712
S008B010018,B010018
S008B028023,B028023
S005B017504,B017504
S001B007352,B007352
S008B031480,B031480
S007B034498,B034498
S002B016719,B016719
S003B020595,B020595
S004B020595,B020595
S009B020758,B020758
S003B018445,B018445
S008B000511,B000511
S003B025625,B025625
S009B047615,B047615
S006B002330,B002330
S002B019350,B019350
S009B026584,B026584
S002B003847,B003847
S001B034916,B034916
S003B001965,B001965
S007B019637,B019637
S006B035447,B035447
S003B044740,B044740
S007B011532,B011532
S003B004808,B004808
S005B011149,B011149
S000B010598,B010598
S003B029606,B029606
S008B045643,B045643
S002B046832,B046832
S001B001785,B001785
S005B013753,B013753
S003B031719,B031719
S002B040622,B040622
S005B031471,B031471
S007B029697,B029697
S001B010247,B010247
S008B016733,B016733
S005B049715,B049715
S003B016909,B016909
S004B028715,B028715
S005B012208,B012208
S005B018428,B018428
S006B021865,B021865
S007B029949,B029949
S001B028715,B028715
S009B043787,B043787
S002B036947,B036947
S000B023329,B023329
S006B040752,B040752
S005B002797,B002797
S006B042254,B042254
S006B007905,B007905
S003B025971,B025971
S008B010515,B010515
S003B030999,B030999
S007B014659,B014659
S002B045631,B045631
S002B000264,B000264
S008B049689,B049689
S003B002522,B002522
S007B047503,B047503
S009B036785,B036785
S006B044020,B044020
S000B010596,B010596
S006B008974,B008974
S007B017366,B017366
S000B014065,B014065
S005B031724,B031724
S007B022474,B022474
S000B025818,B025818
S007B023476,B023476
S008B031866,B031866
S006B004579,B004579
S009B025335,B025335
S006B020843,B020843
S006B037931,B037931
S008B015775,B015775
S000B016365,B016365
S005B045631,B045631
S004B037579,B037579
S002B018044,B018044
S006B028344,B028344
S000B025361,B025361
S002B020621,B020621
S005B037542,B037542
S003B003163,B003163
S003B028879,B028879
S001B004979,B004979
S002B022807,B022807
S006B021975,B021975
S007B006090,B006090
S005B016309,B016309
S007B035352,B035352
S005B002537,B002537
S009B020456,B020456
S006B029287,B029287
S001B020890,B020890
S008B002993,B002993
S006B026584,B026584
S001B015985,B015985
S008B043291,B043291
S005B031313,B031313
S007B024030,B024030
S002B013017,B013017
S009B041162,B041162
S009B016772,B016772
S005B022785,B022785
S001B031411,B031411
S001B029798,B029798
S008B019897,B019897
S000B029531,B029531
S006B000168,B000168
S007B006614,B006614
S003B021707,B021707
S006B047822,B047822
S005B032449,B032449
S004B040969,B040969
S003B025785,B025785
S003B007222,B007222
S006B031838,B031838
S005B005455,B005455
S006B011684,B011684
S006B043872,B043872
S009B017569,B017569
S001B030119,B030119
S009B023439,B023439
S006B002449,B002449
S002B026269,B026269
S001B017758,B017758
S005B011623,B011623
S001B026848,B026848
S003B020528,B020528
S008B015754,B015754
S009B001864,B001864
S009B036613,B036613
S009B001335,B001335
S009B036021,B036021
S007B018365,B018365
S008B014712,B014712
S003B020890,B020890
S005B028023,B028023
S008B019554,B019554
S004B037707,B037707
S004B041775,B041775
S007B041853,B041853
S008B035091,B035091
S009B014520,B014520
S003B036296,B036296
S003B012020,B012020
S001B021888,B021888
S004B034951,B034951
S007B008805,B008805
S004B027287,B027287
S005B000219,B000219
S001B006925,B006925
S009B031493,B031493
S004B012758,B012758
S009B040752,B040752
S003B008577,B008577
S003B024100,B024100
S007B003655,B003655
S009B028123,B028123
S002B000114,B000114
S007B023959,B023959
S006B001490,B001490
S002B033615,B033615
S009B011335,B011335
S002B040555,B040555
S008B042990,B042990
S006B049870,B049870
S008B045891,B045891
S008B000657,B000657
S003B029983,B029983
S004B017978,B017978
S002B000227,B000227
S006B036183,B036183
S009B000442,B000442
S006B027760,B027760
S005B005703,B005703
S001B049994,B049994
S008B007320,B007320
S008B027922,B027922
S002B045523,B045523
S004B049966,B049966
S001B004406,B004406
S000B013994,B013994
S009B040811,B040811
S009B046302,B046302
S003B009238,B009238
S000B006093,B006093
S009B025413,B025413
S003B034830,B034830
S009B020736,B020736
S005B038202,B038202
S003B039733,B039733
S008B009560,B009560
S008B008106,B008106
S008B034951,B034951
S001B034417,B034417
S003B015239,B015239
S006B028098,B028098
S009B004917,B004917
S005B019726,B019726
S002B028098,B028098
S005B014410,B014410
S003B024214,B024214
S003B041433,B041433
S002B034916,B034916
S001B031583,B031583
S004B048421,B048421
S004B031534,B031534
S001B021074,B021074
S006B015080,B015080
S000B044020,B044020
S008B032143,B032143
S000B021577,B021577
S007B020648,B020648
S001B039484,B039484
S001B034595,B034595
S001B023823,B023823
S003B040717,B040717
S006B005187,B005187
S000B009608,B009608
S005B007135,B007135
S007B012027,B012027
S005B049581,B049581
S003B046735,B046735
S008B005287,B005287
S008B031356,B031356
S002B027982,B027982
S006B047910,B047910
S008B035564,B035564
S007B038887,B038887
S003B006810,B006810
S004B005743,B005743
S005B033309,B033309
S005B048276,B048276
S004B003484,B003484
S004B029978,B029978
S003B049914,B049914
S007B045219,B045219
S005B030763,B030763
S007B019978,B019978
S000B032234,B032234
S001B011532,B011532
S002B002797,B002797
S009B019417,B019417
S004B039773,B039773
S002B012997,B012997
S002B010155,B010155
S002B033957,B033957
S008B047822,B047822
S001B018755,B018755
S000B021585,B021585
S007B047734,B047734
S005B002614,B002614
S001B025650,B025650
S000B017928,B017928
S003B003073,B003073
S006B009998,B009998
S000B035800,B035800
S004B033779,B033779
S001B043323,B043323
S001B000227,B000227
S000B016263,B016263
S001B045323,B045323
S001B018041,B018041
S001B026243,B026243
S002B031218,B031218
S009B045158,B045158
S000B042127,B042127
S005B002069,B002069
S001B041246,B041246
S008B018054,B018054
S007B006810,B006810
S000B010442,B010442
S006B047640,B047640
S003B009308,B009308
S002B014182,B014182
S005B044818,B044818
S004B026312,B026312
S004B024643,B024643
S007B007340,B007340
S000B034248,B034248
S007B032449,B032449
S007B040829,B040829
S007B023263,B023263
S002B047979,B047979
S008B027937,B027937
S006B029858,B029858
S004B040509,B040509
S008B015663,B015663
S005B037740,B037740
S007B007556,B007556
S001B029015,B029015
S006B007341,B007341
S007B009670,B009670
S005B026071,B026071
S003B016135,B016135
S002B047498,B047498
S008B026306,B026306
S001B041297,B041297
S000B048442,B048442
S002B041232,B041232
S001B049581,B049581
S004B038736,B038736
S003B009646,B009646
S001B000195,B000195
S003B047819,B047819
S004B006288,B006288
S004B041881,B041881
S008B030367,B030367
S004B015660,B015660
S006B017525,B017525
S000B045911,B045911
S001B010502,B010502
S008B032932,B032932
S002B033309,B033309
S009B019597,B019597
S003B021585,B021585
S003B040517,B040517
S002B022136,B022136
S006B029983,B029983
S004B036304,B036304
S000B007910,B007910
S003B038203,B038203
S003B014528,B014528
S003B018372,B018372
S001B048276,B048276
S001B029701,B029701
S008B048949,B048949
S008B048878,B048878
S004B019637,B019637
S007B012327,B012327
S005B030334,B030334
S008B034048,B034048
S003B044145,B044145
S006B036058,B036058
S002B045570,B045570
S008B020576,B020576
S009B002993,B002993
S005B049395,B049395
S000B036200,B036200
S004B019189,B019189
S004B021094,B021094
S001B032201,B032201
S007B015644,B015644
S005B007905,B007905
S004B012429,B012429
S000B030530,B030530
S000B043570,B043570
S002B024032,B024032
S008B010203,B010203
S004B042069,B042069
S001B005238,B005238
S009B039394,B039394
S007B036785,B036785
S001B021576,B021576
S003B028525,B028525
S000B013627,B013627
S005B020603,B020603
S006B004639,B004639
S002B027010,B027010
S002B001336,B001336
S000B002171,B002171
S001B006888,B006888
S007B013709,B013709
S004B018481,B018481
S000B048862,B048862
S002B037771,B037771
S001B026632,B026632
S002B032013,B032013
S003B001450,B001450
S005B050040,B050040
S002B027176,B027176
S004B030131,B030131
S009B027881,B027881
S000B016334,B016334
S009B031524,B031524
S009B023959,B023959
S002B047994,B047994
S003B032612,B032612
S002B041818,B041818
S003B019557,B019557
S008B011417,B011417
S000B034331,B034331
S000B028537,B028537
S006B042549,B042549
S001B034148,B034148
S002B044168,B044168
S001B024244,B024244
S005B014107,B014107
S000B022903,B022903
S003B015197,B015197
S001B015286,B015286
S007B035584,B035584
S007B049014,B049014
S007B009005,B009005
S005B023482,B023482
S004B045772,B045772
S005B036749,B036749
S001B017966,B017966
S001B030761,B030761
S006B013565,B013565
S004B002203,B002203
S008B037328,B037328
S008B028905,B028905
S000B042254,B042254
S003B000263,B000263
S004B028588,B028588
S005B005775,B005775
S001B007463,B007463
S002B050217,B050217
S005B022057,B022057
S006B029433,B029433
S009B024200,B024200
S008B014764,B014764
S001B035995,B035995
S007B000223,B000223
S002B025498,B025498
S005B008679,B008679
S004B035345,B035345
S009B009670,B009670
S008B036163,B036163
S002B027937,B027937
S005B008825,B008825
S009B017298,B017298
S000B032885,B032885
S004B030763,B030763
S007B026155,B026155
S005B040039,B040039
S003B018125,B018125
S005B016141,B016141
S009B029823,B029823
S003B007341,B007341
S009B035311,B035311
S006B022136,B022136
S007B009976,B009976
S003B039398,B039398
S007B041811,B041811
S008B016263,B016263
S008B027778,B027778
S000B047912,B047912
S008B040605,B040605
S002B038178,B038178
S002B009386,B009386
S003B025518,B025518
S007B001050,B001050
S007B028967,B028967
S001B042313,B042313
S002B042641,B042641
S001B017528,B017528
S001B040376,B040376
S009B035718,B035718
S002B047855,B047855
S005B036387,B036387
S002B015104,B015104
S000B004808,B004808
S007B009992,B009992
S003B044756,B044756
S009B011072,B011072
S001B008535,B008535
S000B046585,B046585
S004B014509,B014509
S004B043721,B043721
S004B007820,B007820
S005B032028,B032028
S008B020758,B020758
S008B044145,B044145
S009B012122,B012122
S005B005883,B005883
